unigram	count	topics_list_with_scores
elliott	31	[(0.5161290322580645, 94), (0.3870967741935484, 59), (0.0967741935483871, 49)]
mailer	12	[(0.5, 3), (0.3333333333333333, 172), (0.16666666666666666, 164)]
european	273	[(0.19047619047619047, 153), (0.1575091575091575, 121), (0.14652014652014653, 151), (0.08424908424908426, 147), (0.0695970695970696, 194), (0.0695970695970696, 75), (0.03663003663003663, 106), (0.03663003663003663, 2), (0.03296703296703297, 120), (0.03296703296703297, 96), (0.029304029304029304, 155), (0.02197802197802198, 149), (0.02197802197802198, 110), (0.018315018315018316, 31), (0.014652014652014652, 143), (0.014652014652014652, 117), (0.007326007326007326, 126), (0.007326007326007326, 58), (0.007326007326007326, 54)]
breathitt	22	[(1.0, 179)]
ckcrews@swbell.net	16	[(0.625, 82), (0.375, 104)]
parker/lon/ect@ect	29	[(1.0, 148)]
lucas	28	[(0.42857142857142855, 145), (0.25, 73), (0.14285714285714285, 53), (0.10714285714285714, 26), (0.07142857142857142, 132)]
crenshaw/hou/ect@ect	526	[(0.4011406844106464, 47), (0.10646387832699619, 26), (0.09125475285171103, 63), (0.0741444866920152, 33), (0.051330798479087454, 69), (0.04182509505703422, 148), (0.039923954372623575, 9), (0.03802281368821293, 111), (0.03612167300380228, 14), (0.034220532319391636, 159), (0.030418250950570342, 56), (0.017110266159695818, 102), (0.013307984790874524, 97), (0.011406844106463879, 38), (0.0076045627376425855, 110), (0.005703422053231939, 180)]
simulated	34	[(0.2647058823529412, 195), (0.23529411764705882, 121), (0.23529411764705882, 82), (0.14705882352941177, 81), (0.11764705882352941, 30)]
quantitative	244	[(0.4344262295081967, 18), (0.13524590163934427, 198), (0.0942622950819672, 144), (0.0778688524590164, 170), (0.045081967213114756, 151), (0.036885245901639344, 31), (0.028688524590163935, 119), (0.02459016393442623, 89), (0.01639344262295082, 173), (0.01639344262295082, 128), (0.01639344262295082, 91), (0.01639344262295082, 47), (0.01639344262295082, 3), (0.012295081967213115, 165), (0.012295081967213115, 101), (0.012295081967213115, 36), (0.004098360655737705, 59)]
overcoming	8	[(0.75, 142), (0.25, 167)]
previous	205	[(0.09268292682926829, 58), (0.08780487804878048, 165), (0.07804878048780488, 16), (0.07317073170731707, 185), (0.06341463414634146, 121), (0.06341463414634146, 20), (0.05365853658536585, 17), (0.04878048780487805, 145), (0.04878048780487805, 86), (0.03902439024390244, 192), (0.03902439024390244, 154), (0.03414634146341464, 189), (0.03414634146341464, 24), (0.02926829268292683, 76), (0.024390243902439025, 169), (0.024390243902439025, 57), (0.024390243902439025, 41), (0.01951219512195122, 199), (0.01951219512195122, 136), (0.01951219512195122, 31), (0.014634146341463415, 162), (0.014634146341463415, 132), (0.014634146341463415, 120), (0.014634146341463415, 0), (0.00975609756097561, 113), (0.004878048780487805, 171), (0.004878048780487805, 118), (0.004878048780487805, 18)]
bnp	131	[(0.7709923664122137, 119), (0.22900763358778625, 106)]
intermediation	17	[(0.8235294117647058, 169), (0.17647058823529413, 3)]
lynna	6	[(1.0, 43)]
desire	63	[(0.25396825396825395, 170), (0.2222222222222222, 87), (0.12698412698412698, 192), (0.1111111111111111, 134), (0.07936507936507936, 199), (0.07936507936507936, 55), (0.047619047619047616, 160), (0.031746031746031744, 164), (0.031746031746031744, 26), (0.015873015873015872, 168)]
psychological	6	[(0.6666666666666666, 150), (0.3333333333333333, 16)]
creek	19	[(0.6842105263157895, 130), (0.10526315789473684, 183), (0.10526315789473684, 127), (0.10526315789473684, 54)]
lock-in	18	[(1.0, 22)]
consultants	59	[(0.2542372881355932, 192), (0.22033898305084745, 170), (0.1694915254237288, 30), (0.1016949152542373, 68), (0.1016949152542373, 52), (0.06779661016949153, 149), (0.03389830508474576, 113), (0.03389830508474576, 25), (0.01694915254237288, 197)]
harassment	12	[(1.0, 174)]
enemies	10	[(0.6, 76), (0.4, 109)]
indexswap	10	[(1.0, 120)]
daddy	5	[(0.8, 50), (0.2, 59)]
contributing	24	[(0.5833333333333334, 192), (0.25, 41), (0.08333333333333333, 114), (0.08333333333333333, 30)]
novellnetware@bdcimail.com	10	[(1.0, 131)]
stefan	6	[(0.3333333333333333, 196), (0.3333333333333333, 157), (0.3333333333333333, 95)]
mcvicker/hou/ees@ees	8	[(1.0, 114)]
terry_maness@baylor.edu	6	[(1.0, 39)]
losing	26	[(0.2692307692307692, 2), (0.23076923076923078, 191), (0.11538461538461539, 187), (0.11538461538461539, 144), (0.11538461538461539, 92), (0.07692307692307693, 195), (0.07692307692307693, 176)]
memorable	17	[(0.8823529411764706, 17), (0.11764705882352941, 39)]
faltinsen	10	[(1.0, 48)]
entrants	11	[(0.6363636363636364, 192), (0.36363636363636365, 2)]
annualized	19	[(0.5263157894736842, 67), (0.3684210526315789, 70), (0.10526315789473684, 66)]
petroleumworld	43	[(1.0, 16)]
raised	60	[(0.18333333333333332, 32), (0.13333333333333333, 27), (0.11666666666666667, 112), (0.1, 183), (0.1, 167), (0.1, 151), (0.06666666666666667, 54), (0.06666666666666667, 12), (0.05, 88), (0.03333333333333333, 176), (0.03333333333333333, 138), (0.016666666666666666, 84)]
facility	94	[(0.1702127659574468, 28), (0.14893617021276595, 32), (0.1276595744680851, 54), (0.1276595744680851, 22), (0.09574468085106383, 110), (0.06382978723404255, 106), (0.05319148936170213, 8), (0.0425531914893617, 166), (0.0425531914893617, 9), (0.031914893617021274, 182), (0.031914893617021274, 139), (0.02127659574468085, 136), (0.02127659574468085, 116), (0.010638297872340425, 149), (0.010638297872340425, 99)]
sol	7	[(0.5714285714285714, 153), (0.2857142857142857, 54), (0.14285714285714285, 136)]
son	141	[(0.2553191489361702, 156), (0.14893617021276595, 46), (0.0851063829787234, 160), (0.0851063829787234, 23), (0.07801418439716312, 119), (0.07092198581560284, 50), (0.06382978723404255, 12), (0.05673758865248227, 191), (0.05673758865248227, 185), (0.04964539007092199, 174), (0.014184397163120567, 124), (0.014184397163120567, 100), (0.0070921985815602835, 90), (0.0070921985815602835, 37), (0.0070921985815602835, 4)]
thankful	13	[(0.6923076923076923, 15), (0.3076923076923077, 112)]
sos	16	[(1.0, 100)]
magazines	20	[(0.4, 8), (0.15, 89), (0.15, 51), (0.1, 151), (0.1, 84), (0.05, 117), (0.05, 94)]
raises	18	[(0.3888888888888889, 112), (0.2222222222222222, 34), (0.1111111111111111, 183), (0.1111111111111111, 95), (0.1111111111111111, 81), (0.05555555555555555, 165)]
davis/enron@enronxgate	11	[(0.8181818181818182, 26), (0.18181818181818182, 98)]
wrap	19	[(0.6842105263157895, 87), (0.15789473684210525, 3), (0.10526315789473684, 28), (0.05263157894736842, 36)]
www.enron.benefitsnow.com	6	[(1.0, 4)]
support	634	[(0.19873817034700317, 170), (0.052050473186119876, 149), (0.04100946372239748, 138), (0.03943217665615142, 185), (0.03943217665615142, 41), (0.03785488958990536, 95), (0.03627760252365931, 192), (0.03627760252365931, 56), (0.03470031545741325, 46), (0.02996845425867508, 106), (0.026813880126182965, 190), (0.026813880126182965, 179), (0.025236593059936908, 4), (0.02365930599369085, 21), (0.01892744479495268, 120), (0.01892744479495268, 101), (0.01892744479495268, 97), (0.01892744479495268, 80), (0.01892744479495268, 34), (0.017350157728706624, 175), (0.017350157728706624, 85), (0.015772870662460567, 196), (0.015772870662460567, 10), (0.014195583596214511, 193), (0.014195583596214511, 187), (0.014195583596214511, 177), (0.014195583596214511, 162), (0.014195583596214511, 134), (0.014195583596214511, 89), (0.014195583596214511, 76), (0.012618296529968454, 79), (0.012618296529968454, 45), (0.011041009463722398, 186), (0.00946372239747634, 78), (0.00946372239747634, 59), (0.006309148264984227, 133), (0.006309148264984227, 90), (0.006309148264984227, 12), (0.00473186119873817, 153), (0.00473186119873817, 3), (0.0031545741324921135, 122), (0.0031545741324921135, 27), (0.0015772870662460567, 8)]
constantly	36	[(0.3333333333333333, 101), (0.2777777777777778, 46), (0.1388888888888889, 166), (0.08333333333333333, 187), (0.05555555555555555, 199), (0.05555555555555555, 50), (0.05555555555555555, 4)]
nova	11	[(0.45454545454545453, 28), (0.36363636363636365, 129), (0.18181818181818182, 7)]
authorized	94	[(0.8297872340425532, 92), (0.05319148936170213, 4), (0.0425531914893617, 69), (0.02127659574468085, 164), (0.02127659574468085, 15), (0.02127659574468085, 6), (0.010638297872340425, 58)]
resulted	19	[(0.3157894736842105, 170), (0.2631578947368421, 70), (0.21052631578947367, 151), (0.10526315789473684, 132), (0.10526315789473684, 41)]
on-line	64	[(0.28125, 158), (0.109375, 115), (0.109375, 3), (0.09375, 77), (0.078125, 89), (0.0625, 192), (0.0625, 150), (0.046875, 101), (0.046875, 57), (0.046875, 4), (0.03125, 129), (0.03125, 103)]
launching	18	[(0.5555555555555556, 169), (0.2222222222222222, 45), (0.1111111111111111, 108), (0.1111111111111111, 8)]
back	1128	[(0.18262411347517732, 191), (0.13386524822695037, 171), (0.05230496453900709, 18), (0.02925531914893617, 112), (0.026595744680851064, 131), (0.026595744680851064, 59), (0.025709219858156027, 199), (0.024822695035460994, 77), (0.02127659574468085, 8), (0.01773049645390071, 30), (0.015957446808510637, 190), (0.015957446808510637, 123), (0.015957446808510637, 87), (0.015957446808510637, 20), (0.015070921985815602, 194), (0.015070921985815602, 76), (0.015070921985815602, 9), (0.014184397163120567, 195), (0.013297872340425532, 151), (0.012411347517730497, 138), (0.012411347517730497, 42), (0.012411347517730497, 17), (0.01152482269503546, 50), (0.01152482269503546, 49), (0.01152482269503546, 48), (0.01152482269503546, 27), (0.01152482269503546, 15), (0.010638297872340425, 162), (0.010638297872340425, 6), (0.00975177304964539, 142), (0.00975177304964539, 116), (0.00975177304964539, 41), (0.00975177304964539, 32), (0.00975177304964539, 2), (0.008865248226950355, 167), (0.008865248226950355, 161), (0.008865248226950355, 140), (0.008865248226950355, 101), (0.008865248226950355, 64), (0.008865248226950355, 12), (0.007978723404255319, 179), (0.007978723404255319, 136), (0.007978723404255319, 118), (0.007978723404255319, 80), (0.0070921985815602835, 198), (0.0070921985815602835, 180), (0.0070921985815602835, 43), (0.0062056737588652485, 119), (0.0062056737588652485, 28), (0.0062056737588652485, 16), (0.0062056737588652485, 0), (0.005319148936170213, 71), (0.004432624113475178, 184), (0.004432624113475178, 129), (0.0035460992907801418, 88), (0.0026595744680851063, 147), (0.0017730496453900709, 139), (0.0017730496453900709, 35), (0.0008865248226950354, 186), (0.0008865248226950354, 115), (0.0008865248226950354, 85)]
inside	86	[(0.1511627906976744, 50), (0.11627906976744186, 112), (0.10465116279069768, 27), (0.09302325581395349, 130), (0.09302325581395349, 45), (0.08139534883720931, 166), (0.05813953488372093, 177), (0.05813953488372093, 174), (0.05813953488372093, 158), (0.05813953488372093, 34), (0.03488372093023256, 16), (0.023255813953488372, 197), (0.023255813953488372, 184), (0.023255813953488372, 75), (0.023255813953488372, 64)]
devices	50	[(0.44, 131), (0.36, 72), (0.2, 54)]
kohli	102	[(0.5490196078431373, 73), (0.2549019607843137, 15), (0.0784313725490196, 103), (0.0784313725490196, 32), (0.0392156862745098, 136)]
edgar-online.com	6	[(1.0, 184)]
puerto	6	[(0.6666666666666666, 54), (0.16666666666666666, 169), (0.16666666666666666, 140)]
implications	75	[(0.16, 192), (0.10666666666666667, 183), (0.10666666666666667, 141), (0.09333333333333334, 176), (0.08, 195), (0.08, 180), (0.08, 153), (0.06666666666666667, 121), (0.06666666666666667, 39), (0.05333333333333334, 109), (0.05333333333333334, 12), (0.02666666666666667, 142), (0.02666666666666667, 92)]
disclosing	8	[(0.5, 181), (0.25, 88), (0.25, 55)]
textbook	10	[(0.6, 30), (0.2, 167), (0.2, 16)]
negotiations	41	[(0.17073170731707318, 88), (0.14634146341463414, 4), (0.12195121951219512, 96), (0.0975609756097561, 32), (0.07317073170731707, 162), (0.07317073170731707, 136), (0.07317073170731707, 43), (0.07317073170731707, 27), (0.04878048780487805, 75), (0.04878048780487805, 54), (0.04878048780487805, 49), (0.024390243902439025, 167)]
models	713	[(0.28751753155680226, 121), (0.08415147265077139, 42), (0.08274894810659186, 150), (0.06872370266479663, 170), (0.061711079943899017, 0), (0.04207573632538569, 120), (0.0364656381486676, 168), (0.03225806451612903, 106), (0.030855539971949508, 149), (0.025245441795231416, 57), (0.023842917251051893, 164), (0.021037868162692847, 180), (0.021037868162692847, 113), (0.021037868162692847, 89), (0.021037868162692847, 70), (0.0182328190743338, 139), (0.016830294530154277, 155), (0.015427769985974754, 177), (0.011220196353436185, 176), (0.011220196353436185, 162), (0.011220196353436185, 88), (0.009817671809256662, 198), (0.009817671809256662, 135), (0.008415147265077139, 122), (0.0070126227208976155, 196), (0.005610098176718092, 67), (0.005610098176718092, 27), (0.005610098176718092, 2), (0.004207573632538569, 108)]
calspreadopt	10	[(1.0, 120)]
nesa/hea	11	[(1.0, 150)]
modeli	6	[(1.0, 147)]
hurt	9	[(0.3333333333333333, 136), (0.2222222222222222, 50), (0.2222222222222222, 39), (0.1111111111111111, 163), (0.1111111111111111, 88)]
contacts	75	[(0.25333333333333335, 119), (0.13333333333333333, 182), (0.13333333333333333, 43), (0.12, 134), (0.09333333333333334, 197), (0.08, 130), (0.05333333333333334, 25), (0.04, 141), (0.04, 95), (0.013333333333333334, 136), (0.013333333333333334, 126), (0.013333333333333334, 80), (0.013333333333333334, 60)]
pet	7	[(0.5714285714285714, 181), (0.2857142857142857, 142), (0.14285714285714285, 118)]
ted	220	[(0.20909090909090908, 69), (0.20454545454545456, 66), (0.19090909090909092, 97), (0.14545454545454545, 175), (0.04090909090909091, 114), (0.02727272727272727, 177), (0.02727272727272727, 166), (0.02727272727272727, 137), (0.02727272727272727, 22), (0.022727272727272728, 180), (0.022727272727272728, 80), (0.01818181818181818, 144), (0.00909090909090909, 127), (0.00909090909090909, 98), (0.00909090909090909, 46), (0.004545454545454545, 118), (0.004545454545454545, 54)]
doctor	18	[(0.5555555555555556, 4), (0.16666666666666666, 174), (0.16666666666666666, 50), (0.1111111111111111, 116)]
sekse/ny/ect@ect	26	[(0.6923076923076923, 148), (0.3076923076923077, 83)]
midst	19	[(0.47368421052631576, 174), (0.42105263157894735, 77), (0.10526315789473684, 8)]
adnan	6	[(1.0, 146)]
poore	10	[(1.0, 64)]
eric_lundquist@sonat.com	8	[(1.0, 103)]
reverting	27	[(1.0, 70)]
wharton	439	[(0.32801822323462415, 134), (0.3211845102505695, 176), (0.1480637813211845, 13), (0.12300683371298406, 153), (0.029612756264236904, 173), (0.01366742596810934, 94), (0.01366742596810934, 84), (0.011389521640091117, 169), (0.00683371298405467, 3), (0.002277904328018223, 108), (0.002277904328018223, 98)]
lrp	24	[(1.0, 72)]
energii	12	[(1.0, 93)]
spatt	12	[(0.6666666666666666, 188), (0.16666666666666666, 105), (0.16666666666666666, 30)]
venezuela's	17	[(0.8823529411764706, 16), (0.058823529411764705, 194), (0.058823529411764705, 192)]
nem	9	[(1.0, 87)]
leave	298	[(0.18791946308724833, 171), (0.11073825503355705, 112), (0.087248322147651, 15), (0.08389261744966443, 191), (0.07046979865771812, 165), (0.0436241610738255, 109), (0.03691275167785235, 10), (0.03355704697986577, 149), (0.030201342281879196, 121), (0.026845637583892617, 50), (0.026845637583892617, 36), (0.02348993288590604, 27), (0.020134228187919462, 95), (0.020134228187919462, 70), (0.020134228187919462, 41), (0.020134228187919462, 0), (0.016778523489932886, 174), (0.016778523489932886, 146), (0.016778523489932886, 12), (0.016778523489932886, 3), (0.016778523489932886, 2), (0.013422818791946308, 107), (0.013422818791946308, 102), (0.013422818791946308, 98), (0.010067114093959731, 64), (0.006711409395973154, 138), (0.006711409395973154, 135), (0.003355704697986577, 150), (0.003355704697986577, 144), (0.003355704697986577, 88)]
loads	31	[(0.6774193548387096, 41), (0.12903225806451613, 168), (0.06451612903225806, 166), (0.06451612903225806, 50), (0.06451612903225806, 16)]
matchavariani	8	[(1.0, 107)]
sign	223	[(0.16143497757847533, 8), (0.1031390134529148, 69), (0.08968609865470852, 112), (0.08071748878923767, 194), (0.07174887892376682, 131), (0.06278026905829596, 192), (0.04484304932735426, 197), (0.04035874439461883, 59), (0.03587443946188341, 165), (0.03139013452914798, 162), (0.03139013452914798, 87), (0.026905829596412557, 172), (0.026905829596412557, 84), (0.026905829596412557, 80), (0.026905829596412557, 66), (0.02242152466367713, 37), (0.02242152466367713, 3), (0.017937219730941704, 108), (0.017937219730941704, 96), (0.017937219730941704, 60), (0.017937219730941704, 52), (0.008968609865470852, 33), (0.008968609865470852, 23), (0.004484304932735426, 16)]
tez	17	[(0.7058823529411765, 143), (0.29411764705882354, 93)]
hewlett-packard	5	[(0.6, 58), (0.4, 79)]
jeopardy	6	[(0.6666666666666666, 34), (0.3333333333333333, 51)]
academicians	6	[(0.6666666666666666, 153), (0.3333333333333333, 176)]
temperatures	34	[(0.5294117647058824, 41), (0.17647058823529413, 88), (0.11764705882352941, 62), (0.11764705882352941, 25), (0.058823529411764705, 85)]
hannon/enron	24	[(0.4166666666666667, 144), (0.3333333333333333, 114), (0.16666666666666666, 156), (0.08333333333333333, 49)]
understanding	226	[(0.1415929203539823, 121), (0.13716814159292035, 192), (0.11061946902654868, 46), (0.10176991150442478, 18), (0.06637168141592921, 170), (0.05752212389380531, 180), (0.05752212389380531, 4), (0.03982300884955752, 175), (0.035398230088495575, 150), (0.035398230088495575, 144), (0.030973451327433628, 70), (0.030973451327433628, 20), (0.02654867256637168, 106), (0.022123893805309734, 39), (0.022123893805309734, 0), (0.017699115044247787, 141), (0.017699115044247787, 132), (0.017699115044247787, 67), (0.01327433628318584, 129), (0.008849557522123894, 183), (0.008849557522123894, 131)]
dincerler/hou/ect@ect	20	[(0.7, 14), (0.3, 66)]
passengers	6	[(0.6666666666666666, 62), (0.3333333333333333, 112)]
telefonu	8	[(1.0, 93)]
brilliant	42	[(0.40476190476190477, 57), (0.35714285714285715, 50), (0.14285714285714285, 186), (0.047619047619047616, 162), (0.047619047619047616, 105)]
funded	21	[(0.5714285714285714, 21), (0.19047619047619047, 67), (0.19047619047619047, 12), (0.047619047619047616, 54)]
myers	31	[(0.41935483870967744, 44), (0.22580645161290322, 115), (0.16129032258064516, 137), (0.06451612903225806, 172), (0.06451612903225806, 101), (0.06451612903225806, 62)]
tasks	32	[(0.28125, 101), (0.1875, 190), (0.125, 189), (0.09375, 192), (0.09375, 88), (0.09375, 72), (0.0625, 79), (0.0625, 66)]
