unigram	count	topics_list_with_scores
recruiters	12	[(1.0, 3)]
bond/corp/enron@enron	16	[(1.0, 4)]
krishna	179	[(0.8938547486033519, 2), (0.10614525139664804, 6)]
resource	189	[(0.5185185185185185, 6), (0.31746031746031744, 5), (0.10052910052910052, 9), (0.06349206349206349, 1)]
ahmad	48	[(1.0, 6)]
worried	17	[(0.6470588235294118, 8), (0.17647058823529413, 5), (0.11764705882352941, 4), (0.058823529411764705, 2)]
sites	97	[(0.6804123711340206, 5), (0.31958762886597936, 8)]
stable/net/mopd	6	[(1.0, 5)]
vertical	39	[(0.5384615384615384, 0), (0.3076923076923077, 2), (0.10256410256410256, 5), (0.05128205128205128, 9)]
screen	74	[(0.32432432432432434, 8), (0.25675675675675674, 9), (0.21621621621621623, 5), (0.20270270270270271, 7)]
tego	40	[(1.0, 0)]
concentrate	21	[(0.6190476190476191, 6), (0.19047619047619047, 8), (0.19047619047619047, 1)]
burnertip	12	[(1.0, 9)]
mana	10	[(0.6, 9), (0.4, 6)]
http://www.haas.berkeley.edu/citm/conferences	6	[(0.8333333333333334, 3), (0.16666666666666666, 0)]
mcfarland/na/enron@enron	6	[(1.0, 8)]
mann	14	[(1.0, 9)]
yearly	15	[(0.7333333333333333, 9), (0.26666666666666666, 8)]
scovill	12	[(1.0, 6)]
considers	15	[(0.6666666666666666, 1), (0.3333333333333333, 9)]
grange	6	[(1.0, 8)]
caring	10	[(1.0, 9)]
lidia	6	[(1.0, 1)]
concede	6	[(1.0, 3)]
prototype	24	[(0.5416666666666666, 3), (0.375, 6), (0.08333333333333333, 1)]
enable	36	[(0.5277777777777778, 1), (0.2777777777777778, 9), (0.19444444444444445, 5)]
ceus	6	[(0.8333333333333334, 7), (0.16666666666666666, 2)]
gist	6	[(1.0, 6)]
centerpiece	6	[(0.5, 1), (0.5, 0)]
consultant	89	[(0.550561797752809, 8), (0.20224719101123595, 6), (0.20224719101123595, 5), (0.0449438202247191, 0)]
hayes	5	[(1.0, 4)]
whitsel	76	[(1.0, 7)]
dey/enron_development@enron_development	8	[(1.0, 5)]
policies	50	[(0.76, 1), (0.24, 8)]
harris/hou/ect@ect	6	[(1.0, 4)]
spotlight	8	[(1.0, 1)]
aluminium	12	[(1.0, 6)]
bumper	9	[(1.0, 8)]
ramnath@rice.edu	13	[(1.0, 9)]
ivr	8	[(1.0, 8)]
ivy	15	[(1.0, 7)]
binary	31	[(0.45161290322580644, 5), (0.3225806451612903, 9), (0.22580645161290322, 2)]
expenditures	16	[(0.625, 8), (0.375, 1)]
marubeni	6	[(1.0, 0)]
coursework	10	[(1.0, 3)]
customized	17	[(0.8235294117647058, 5), (0.17647058823529413, 9)]
tuebingen	8	[(1.0, 1)]
financia	10	[(0.8, 6), (0.2, 9)]
melly's	6	[(1.0, 8)]
rest	172	[(0.26744186046511625, 3), (0.18604651162790697, 8), (0.18604651162790697, 7), (0.1511627906976744, 2), (0.12790697674418605, 6), (0.05813953488372093, 9), (0.011627906976744186, 1), (0.011627906976744186, 0)]
rausser	6	[(1.0, 3)]
gordon/na/enron@enron	6	[(1.0, 3)]
aspects	89	[(0.47191011235955055, 6), (0.2808988764044944, 5), (0.15730337078651685, 1), (0.0898876404494382, 9)]
francaise	6	[(1.0, 0)]
ene's	6	[(1.0, 1)]
dark	18	[(0.9444444444444444, 6), (0.05555555555555555, 5)]
usa?caller	6	[(1.0, 1)]
intel	17	[(1.0, 5)]
inter	5	[(1.0, 6)]
conditional	22	[(0.8636363636363636, 6), (0.13636363636363635, 8)]
haryana	5	[(1.0, 8)]
refer	48	[(0.5833333333333334, 3), (0.4166666666666667, 8)]
biased	8	[(1.0, 1)]
transformers	8	[(1.0, 8)]
internship	271	[(1.0, 3)]
www.icbi-uk.com/powerisk	7	[(1.0, 1)]
biases	6	[(1.0, 8)]
imf's	8	[(1.0, 8)]
burns/hou/ect@ect	31	[(1.0, 9)]
package	197	[(0.4720812182741117, 5), (0.116751269035533, 8), (0.1116751269035533, 7), (0.1116751269035533, 3), (0.1065989847715736, 6), (0.08121827411167512, 9)]
unseasonably	6	[(1.0, 5)]
luigi	14	[(1.0, 7)]
collins/hou/ect@ect	33	[(1.0, 9)]
relations@enron	28	[(1.0, 9)]
apologize	122	[(0.6065573770491803, 3), (0.1557377049180328, 2), (0.12295081967213115, 4), (0.11475409836065574, 7)]
larrissa	14	[(1.0, 2)]
leblanc	6	[(1.0, 1)]
thiagarajan	8	[(1.0, 3)]
hey	36	[(0.5, 8), (0.4722222222222222, 2), (0.027777777777777776, 3)]
hee	9	[(1.0, 3)]
hea	22	[(1.0, 0)]
duffie	182	[(0.6593406593406593, 6), (0.34065934065934067, 0)]
shriram	11	[(1.0, 1)]
estoppel	78	[(1.0, 2)]
october	652	[(0.3987730061349693, 7), (0.1901840490797546, 2), (0.17484662576687116, 3), (0.08282208588957055, 5), (0.06288343558282208, 1), (0.05674846625766871, 4), (0.03374233128834356, 8)]
vehicles	20	[(1.0, 8)]
citizenship	14	[(1.0, 1)]
johnny	7	[(1.0, 9)]
general's	5	[(1.0, 5)]
johnna	7	[(1.0, 9)]
angelica	7	[(1.0, 7)]
daw/lon/ect@ect	6	[(1.0, 4)]
tight	35	[(0.4857142857142857, 5), (0.3142857142857143, 3), (0.2, 7)]
terri	17	[(1.0, 4)]
terry	26	[(0.46153846153846156, 4), (0.4230769230769231, 3), (0.11538461538461539, 8)]
waived	19	[(1.0, 7)]
parsons@enron_development	20	[(1.0, 5)]
mass	20	[(0.8, 5), (0.2, 2)]
adam	117	[(0.5555555555555556, 2), (0.3247863247863248, 0), (0.11965811965811966, 9)]
behavioral	10	[(0.6, 6), (0.4, 3)]
masz	14	[(1.0, 0)]
waiver	10	[(1.0, 8)]
cantekin	107	[(0.7102803738317757, 3), (0.1588785046728972, 6), (0.1308411214953271, 2)]
c.com	10	[(1.0, 8)]
jones/enron	10	[(1.0, 4)]
debris	7	[(1.0, 8)]
electile_dysfunction.jpg	6	[(1.0, 4)]
lallani	6	[(1.0, 2)]
griebling's	40	[(1.0, 4)]
tail	41	[(1.0, 6)]
finansowa	6	[(1.0, 0)]
supatgiat@enron	10	[(1.0, 6)]
homepage	22	[(0.7727272727272727, 1), (0.22727272727272727, 7)]
appointment	50	[(0.32, 3), (0.3, 2), (0.24, 8), (0.14, 1)]
returned	99	[(0.43434343434343436, 0), (0.32323232323232326, 7), (0.24242424242424243, 8)]
diary	8	[(0.5, 5), (0.5, 3)]
elena	232	[(0.9482758620689655, 2), (0.05172413793103448, 6)]
elene	8	[(0.875, 4), (0.125, 2)]
cable	42	[(1.0, 8)]
joined	95	[(0.4, 1), (0.29473684210526313, 9), (0.15789473684210525, 3), (0.14736842105263157, 2)]
large	294	[(0.2653061224489796, 8), (0.22789115646258504, 5), (0.22108843537414966, 6), (0.12244897959183673, 9), (0.11904761904761904, 1), (0.04421768707482993, 7)]
harry	60	[(0.5333333333333333, 6), (0.45, 1), (0.016666666666666666, 4)]
discriminated	8	[(1.0, 8)]
realplayer(r	10	[(1.0, 5)]
trick	9	[(0.7777777777777778, 8), (0.2222222222222222, 5)]
tanya	672	[(0.5997023809523809, 2), (0.40029761904761907, 6)]
scientists	10	[(0.9, 8), (0.1, 5)]
street-dumb	6	[(1.0, 0)]
empower	5	[(1.0, 5)]
judds	8	[(1.0, 4)]
jinbaek@ieor.berkeley.edu	62	[(1.0, 3)]
legend	9	[(1.0, 8)]
reck/hou/ect@ect	29	[(1.0, 9)]
txu.com	11	[(1.0, 1)]
sbramlet@utilicorp.com	22	[(1.0, 9)]
weigelt@wharton.upenn.edu	22	[(1.0, 7)]
folgende	8	[(1.0, 4)]
gorgeous	8	[(1.0, 8)]
ocena	6	[(1.0, 0)]
oceny	8	[(1.0, 0)]
foundations	25	[(0.8, 7), (0.2, 6)]
kenyon	8	[(1.0, 6)]
http://www.cera.com/cfm/track/eprofile.cfm?u	18	[(1.0, 5)]
bdaniel@nucleuscorp.com	8	[(1.0, 4)]
midstream	35	[(1.0, 9)]
angielsku	6	[(1.0, 0)]
morgan	168	[(0.8333333333333334, 1), (0.08928571428571429, 0), (0.07738095238095238, 7)]
prompt	115	[(0.41739130434782606, 9), (0.3565217391304348, 6), (0.10434782608695652, 3), (0.06086956521739131, 5), (0.06086956521739131, 0)]
scan	11	[(0.5454545454545454, 5), (0.45454545454545453, 8)]
scott's	5	[(1.0, 3)]
suggestions	231	[(0.3116883116883117, 6), (0.22077922077922077, 8), (0.21212121212121213, 7), (0.1341991341991342, 3), (0.09523809523809523, 1), (0.025974025974025976, 5)]
unbiased	7	[(1.0, 6)]
waved	10	[(0.6, 6), (0.4, 8)]
seoul	6	[(1.0, 1)]
waves	7	[(1.0, 5)]
refuse	11	[(1.0, 8)]
pinnamaneni	415	[(0.8963855421686747, 2), (0.07951807228915662, 6), (0.024096385542168676, 8)]
volleyball	43	[(1.0, 2)]
fundamental	83	[(0.7469879518072289, 6), (0.25301204819277107, 1)]
akiko	6	[(1.0, 9)]
x-ms-tnef-correlator	10	[(1.0, 0)]
turbine	18	[(1.0, 5)]
hull-white	6	[(1.0, 6)]
termed	6	[(1.0, 8)]
camoglum@wharton.upenn.edu	12	[(1.0, 7)]
wrt	5	[(1.0, 6)]
tentatively	45	[(0.7555555555555555, 7), (0.13333333333333333, 6), (0.1111111111111111, 9)]
seinfeld	22	[(1.0, 8)]
adupont@enron.com	6	[(1.0, 2)]
nowtoset	7	[(1.0, 6)]
found	318	[(0.279874213836478, 5), (0.2169811320754717, 8), (0.16666666666666666, 3), (0.1509433962264151, 1), (0.1069182389937107, 6), (0.07861635220125786, 2)]
shak's	8	[(1.0, 8)]
reduce	94	[(0.5319148936170213, 8), (0.26595744680851063, 6), (0.10638297872340426, 1), (0.09574468085106383, 5)]
measurement	81	[(0.9012345679012346, 1), (0.09876543209876543, 3)]
quelque	6	[(1.0, 0)]
arctic	5	[(1.0, 5)]
belief	14	[(1.0, 1)]
risen	7	[(1.0, 5)]
qualify	12	[(0.6666666666666666, 3), (0.3333333333333333, 8)]
owners	28	[(0.8928571428571429, 5), (0.10714285714285714, 1)]
similarly	8	[(1.0, 6)]
elective	8	[(1.0, 1)]
contingency	9	[(0.7777777777777778, 8), (0.2222222222222222, 7)]
feeder	5	[(0.6, 7), (0.4, 5)]
prabhu	15	[(1.0, 8)]
henderson/hou/ees@ees	8	[(1.0, 7)]
guess	68	[(0.4264705882352941, 6), (0.36764705882352944, 8), (0.20588235294117646, 3)]
leverage	11	[(0.6363636363636364, 5), (0.2727272727272727, 6), (0.09090909090909091, 7)]
introduction	124	[(0.43548387096774194, 1), (0.27419354838709675, 6), (0.18548387096774194, 7), (0.10483870967741936, 3)]
tata	14	[(1.0, 8)]
litany	8	[(1.0, 8)]
aichi	26	[(1.0, 8)]
contre	13	[(1.0, 0)]
jed	10	[(1.0, 4)]
jen	18	[(1.0, 9)]
jel	31	[(1.0, 1)]
fornaio	10	[(0.9, 7), (0.1, 9)]
aaa	14	[(1.0, 0)]
propri,t,s	8	[(1.0, 0)]
hewitt	40	[(1.0, 6)]
cross-atlantic	6	[(1.0, 0)]
http://www.isye.gatech.edu	49	[(1.0, 3)]
defect	5	[(1.0, 5)]
elsevier	9	[(1.0, 1)]
baggerly	20	[(1.0, 7)]
rjn@predict.com@enron	12	[(1.0, 7)]
ieor	31	[(1.0, 3)]
reliance	50	[(0.52, 2), (0.28, 5), (0.2, 9)]
internal	220	[(0.41818181818181815, 1), (0.23636363636363636, 6), (0.17272727272727273, 7), (0.1, 3), (0.07272727272727272, 5)]
agnihotri	17	[(1.0, 6)]
accepting	25	[(0.4, 8), (0.36, 3), (0.24, 6)]
wisdom	32	[(0.875, 8), (0.125, 1)]
alldepts	7	[(1.0, 5)]
announcements/corp/enron@enron	17	[(1.0, 9)]
microsoft	239	[(0.6317991631799164, 5), (0.21338912133891214, 8), (0.15481171548117154, 0)]
canovas@enron	6	[(1.0, 7)]
golf	33	[(1.0, 5)]
gold	46	[(0.32608695652173914, 8), (0.30434782608695654, 6), (0.21739130434782608, 4), (0.15217391304347827, 5)]
nasdaq	38	[(1.0, 1)]
freight	24	[(1.0, 9)]
f.pdf	6	[(1.0, 4)]
hewitt/lon/ect@ect	12	[(0.5, 6), (0.5, 2)]
writes	28	[(0.75, 8), (0.25, 5)]
writer	39	[(0.8461538461538461, 5), (0.15384615384615385, 8)]
factor	100	[(0.76, 6), (0.23, 8), (0.01, 2)]
reporters	7	[(0.7142857142857143, 1), (0.2857142857142857, 8)]
r&d/pharmaceuticals	6	[(1.0, 7)]
banner	6	[(1.0, 1)]
rfp	5	[(1.0, 5)]
progressive	6	[(0.6666666666666666, 5), (0.3333333333333333, 4)]
rfc	8	[(1.0, 0)]
banking	153	[(0.9738562091503268, 1), (0.026143790849673203, 0)]
rfd	12	[(1.0, 3)]
paugustini@cera.com	8	[(1.0, 1)]
risktrac	22	[(1.0, 6)]
startup	23	[(0.391304347826087, 1), (0.34782608695652173, 5), (0.2608695652173913, 2)]
capital-project	6	[(1.0, 6)]
jsc-eg	6	[(1.0, 2)]
compliment	7	[(0.5714285714285714, 6), (0.42857142857142855, 5)]
knowing	49	[(0.40816326530612246, 3), (0.2653061224489796, 8), (0.16326530612244897, 7), (0.16326530612244897, 5)]
targeted	23	[(0.5652173913043478, 1), (0.30434782608695654, 9), (0.13043478260869565, 5)]
incident	10	[(0.6, 5), (0.4, 8)]
death	15	[(1.0, 8)]
dividend	23	[(1.0, 8)]
legislature	6	[(1.0, 8)]
tangible	17	[(1.0, 9)]
euros	8	[(1.0, 8)]
auden	6	[(1.0, 2)]
kopie	8	[(1.0, 0)]
networkworld@nwwsubscribe.com	6	[(1.0, 5)]
https://ehronline.enron.com	10	[(1.0, 9)]
church	33	[(1.0, 8)]
wally's	6	[(1.0, 8)]
holmes@ees	8	[(1.0, 6)]
warga	8	[(1.0, 7)]
cautious	15	[(1.0, 8)]
representative	107	[(0.4672897196261682, 7), (0.38317757009345793, 1), (0.14953271028037382, 2)]
systematic	18	[(0.7777777777777778, 6), (0.2222222222222222, 5)]
rfps	5	[(1.0, 5)]
uncertain	25	[(0.48, 7), (0.44, 8), (0.08, 5)]
weldon/hou/ect@ect	74	[(0.9459459459459459, 2), (0.05405405405405406, 7)]
enthofer	6	[(1.0, 0)]
projekt	6	[(1.0, 0)]
straight	31	[(0.6129032258064516, 8), (0.22580645161290322, 6), (0.16129032258064516, 7)]
duran	11	[(1.0, 9)]
error	194	[(0.4484536082474227, 2), (0.30412371134020616, 6), (0.09278350515463918, 8), (0.08762886597938144, 0), (0.06701030927835051, 5)]
cogen	6	[(1.0, 9)]
energy/swing	8	[(1.0, 9)]
bethesda	7	[(1.0, 7)]
case-study	6	[(1.0, 9)]
comprehensive	116	[(0.5948275862068966, 5), (0.3017241379310345, 1), (0.10344827586206896, 6)]
alert	303	[(0.9306930693069307, 5), (0.052805280528052806, 8), (0.0165016501650165, 1)]
necessity	10	[(0.7, 6), (0.3, 8)]
fabrication	8	[(1.0, 5)]
euro	21	[(0.8095238095238095, 1), (0.19047619047619047, 0)]
concrete	7	[(1.0, 8)]
maue@rice.edu	12	[(1.0, 0)]
realnetworks(r	8	[(1.0, 5)]
abbreviation	8	[(1.0, 3)]
khairuddin	28	[(1.0, 3)]
connecticut-based	6	[(1.0, 1)]
conclusions	81	[(0.5925925925925926, 0), (0.4074074074074074, 1)]
recipient	458	[(0.7969432314410481, 2), (0.13973799126637554, 7), (0.039301310043668124, 0), (0.024017467248908297, 9)]
admission	13	[(1.0, 8)]
eager	25	[(0.72, 3), (0.28, 8)]
amw	8	[(1.0, 5)]
sydney	154	[(0.43506493506493504, 7), (0.35064935064935066, 6), (0.14935064935064934, 3), (0.06493506493506493, 1)]
courtney	13	[(1.0, 4)]
tomas	42	[(1.0, 6)]
australia	115	[(0.4, 7), (0.3130434782608696, 6), (0.28695652173913044, 1)]
format	148	[(0.46621621621621623, 5), (0.31756756756756754, 6), (0.08783783783783784, 7), (0.08783783783783784, 2), (0.04054054054054054, 8)]
intuit	21	[(1.0, 9)]
lycos	6	[(1.0, 8)]
suffering	11	[(1.0, 8)]
baskets	15	[(0.5333333333333333, 9), (0.4666666666666667, 8)]
formal	106	[(0.3584905660377358, 7), (0.29245283018867924, 2), (0.22641509433962265, 3), (0.07547169811320754, 6), (0.04716981132075472, 8)]
baker/hou/ect@ect	33	[(1.0, 9)]
continue	343	[(0.2915451895043732, 5), (0.2594752186588921, 9), (0.21282798833819241, 8), (0.13119533527696792, 7), (0.09620991253644315, 6), (0.008746355685131196, 0)]
yields	8	[(1.0, 6)]
paintbrush	5	[(1.0, 9)]
collective	21	[(1.0, 8)]
limo	8	[(1.0, 7)]
senate	18	[(1.0, 5)]
spring	279	[(0.7025089605734767, 7), (0.12186379928315412, 3), (0.1111111111111111, 2), (0.06451612903225806, 5)]
palm	56	[(0.5714285714285714, 5), (0.39285714285714285, 8), (0.03571428571428571, 2)]
palo	74	[(0.3783783783783784, 6), (0.35135135135135137, 7), (0.16216216216216217, 0), (0.10810810810810811, 5)]
nfcf	10	[(1.0, 7)]
curious	35	[(1.0, 3)]
sprint	14	[(0.5, 8), (0.5, 5)]
dating	12	[(1.0, 0)]
home.com	10	[(1.0, 4)]
relating	44	[(0.38636363636363635, 8), (0.3181818181818182, 5), (0.25, 7), (0.045454545454545456, 9)]
victoria	22	[(0.8181818181818182, 1), (0.18181818181818182, 8)]
analysing	30	[(1.0, 1)]
pr,sident	14	[(1.0, 0)]
clinton	26	[(1.0, 8)]
colorado	39	[(0.717948717948718, 4), (0.28205128205128205, 5)]
enron@e	8	[(1.0, 6)]
hometown	8	[(1.0, 3)]
whitepapers@bdcimail.com	6	[(1.0, 5)]
awaited	12	[(0.5, 5), (0.5, 1)]
lebroc	5	[(1.0, 6)]
enron-resume	16	[(1.0, 9)]
kathleen	37	[(1.0, 9)]
exposed	24	[(0.9166666666666666, 1), (0.08333333333333333, 2)]
suit	40	[(0.6, 8), (0.4, 6)]
inches	14	[(0.6428571428571429, 8), (0.35714285714285715, 0)]
mccormick/hou/ect@ect	6	[(1.0, 4)]
t-shirt	10	[(1.0, 8)]
episode	32	[(1.0, 8)]
http://garven.baylor.edu	21	[(1.0, 3)]
posted	148	[(0.5135135135135135, 8), (0.22297297297297297, 3), (0.17567567567567569, 1), (0.08783783783783784, 7)]
cie	22	[(1.0, 0)]
cii	6	[(1.0, 8)]
last-minute	7	[(0.5714285714285714, 7), (0.42857142857142855, 1)]
yelled	7	[(1.0, 8)]
start-up	21	[(1.0, 5)]
parsed	5	[(1.0, 5)]
srivastav/enron_development@enron_development	8	[(1.0, 6)]
caracas	35	[(1.0, 0)]
fixing	13	[(0.5384615384615384, 5), (0.46153846153846156, 6)]
cyrus.andrew.cmu.edu	26	[(0.6538461538461539, 7), (0.34615384615384615, 3)]
taj	6	[(1.0, 2)]
leahy	6	[(1.0, 7)]
rosen/hou/ect@ect	16	[(1.0, 7)]
lucie	32	[(1.0, 7)]
szkola	6	[(1.0, 0)]
szkole	18	[(1.0, 0)]
barkley	50	[(1.0, 2)]
holes	12	[(0.6666666666666666, 5), (0.3333333333333333, 8)]
enrolled	20	[(0.55, 8), (0.45, 1)]
fresh	41	[(0.8048780487804879, 8), (0.1951219512195122, 6)]
netmeeting	14	[(1.0, 5)]
scratch	19	[(1.0, 2)]
yuuji	7	[(1.0, 4)]
young	69	[(0.2898550724637681, 1), (0.2463768115942029, 8), (0.2028985507246377, 3), (0.15942028985507245, 4), (0.08695652173913043, 9), (0.014492753623188406, 2)]
pric	7	[(1.0, 8)]
lopez	5	[(1.0, 1)]
nominated	12	[(0.5, 6), (0.5, 0)]
precinct	14	[(1.0, 0)]
wipe	7	[(0.8571428571428571, 3), (0.14285714285714285, 6)]
otemachi	16	[(1.0, 1)]
magic	8	[(1.0, 6)]
transmission	383	[(0.9060052219321149, 5), (0.09399477806788512, 0)]
eva	14	[(0.5, 9), (0.2857142857142857, 4), (0.21428571428571427, 7)]
tre	10	[(1.0, 0)]
eve	9	[(0.4444444444444444, 4), (0.3333333333333333, 5), (0.2222222222222222, 6)]
anxious	18	[(0.5, 7), (0.3888888888888889, 3), (0.1111111111111111, 5)]
race	23	[(0.43478260869565216, 8), (0.21739130434782608, 5), (0.17391304347826086, 1), (0.17391304347826086, 0)]
trs	6	[(1.0, 4)]
frazier/hou/ect@ect	8	[(1.0, 4)]
rack	5	[(1.0, 9)]
trw	5	[(1.0, 8)]
mackey/hou/ect@ect	6	[(1.0, 2)]
pledge	64	[(0.46875, 9), (0.265625, 4), (0.1875, 8), (0.078125, 1)]
halliburton/corp/enron@enron	113	[(1.0, 2)]
licensed	9	[(1.0, 5)]
imply	10	[(0.6, 9), (0.4, 5)]
hyde	5	[(1.0, 7)]
licenses	64	[(0.53125, 9), (0.328125, 5), (0.140625, 1)]
graduating	47	[(0.851063829787234, 3), (0.14893617021276595, 7)]
directive	13	[(0.8461538461538461, 5), (0.15384615384615385, 8)]
expressed	131	[(0.5267175572519084, 6), (0.22900763358778625, 3), (0.16030534351145037, 5), (0.08396946564885496, 8)]
c-codes	10	[(1.0, 6)]
richmond	6	[(0.6666666666666666, 0), (0.3333333333333333, 8)]
consistently	22	[(0.8636363636363636, 6), (0.13636363636363635, 1)]
http://www.informs.org/conf/sanantonio	16	[(1.0, 3)]
assingments	6	[(1.0, 0)]
invented	11	[(0.5454545454545454, 8), (0.45454545454545453, 0)]
technical	555	[(0.2828828828828829, 6), (0.1891891891891892, 3), (0.18558558558558558, 4), (0.16216216216216217, 2), (0.14054054054054055, 5), (0.03783783783783784, 9), (0.0018018018018018018, 1)]
resulting	36	[(0.4444444444444444, 5), (0.3333333333333333, 1), (0.2222222222222222, 8)]
mcrew@andromeda.rutgers.edu	14	[(1.0, 7)]
sgx	24	[(1.0, 1)]
outcomes	17	[(0.8235294117647058, 2), (0.17647058823529413, 1)]
sgi	14	[(1.0, 5)]
sgh	10	[(1.0, 0)]
francis	99	[(1.0, 7)]
challenge	119	[(0.36134453781512604, 6), (0.33613445378151263, 5), (0.3025210084033613, 1)]
publications	137	[(1.0, 1)]
amitava's	8	[(1.0, 6)]
hauser	8	[(1.0, 9)]
slip	10	[(1.0, 8)]
swing_anal	7	[(1.0, 7)]
srs	16	[(1.0, 4)]
delay	189	[(0.4126984126984127, 3), (0.2222222222222222, 7), (0.21693121693121692, 6), (0.14814814814814814, 5)]
supervised	12	[(1.0, 3)]
geynille	12	[(1.0, 9)]
marron	8	[(1.0, 0)]
boisot	5	[(1.0, 7)]
fits	37	[(0.7027027027027027, 3), (0.2972972972972973, 6)]
tomato	6	[(1.0, 0)]
counter	40	[(1.0, 8)]
element	13	[(1.0, 5)]
commodities	120	[(0.6666666666666666, 1), (0.24166666666666667, 6), (0.08333333333333333, 9), (0.008333333333333333, 5)]
asserts	5	[(1.0, 8)]
counted	14	[(1.0, 8)]
clarissa	6	[(1.0, 4)]
reversal	12	[(1.0, 8)]
mannheim	32	[(1.0, 4)]
move	380	[(0.2789473684210526, 3), (0.19210526315789472, 9), (0.16052631578947368, 8), (0.14736842105263157, 6), (0.1394736842105263, 1), (0.08157894736842106, 5)]
kabagg@stat.rice.edu	18	[(1.0, 7)]
swain	8	[(1.0, 7)]
warren	12	[(0.5, 7), (0.5, 4)]
decay	8	[(1.0, 6)]
chosen	43	[(0.37209302325581395, 1), (0.3488372093023256, 7), (0.20930232558139536, 6), (0.06976744186046512, 8)]
degrees	24	[(0.5833333333333334, 5), (0.2916666666666667, 3), (0.125, 8)]
jody	22	[(0.9090909090909091, 9), (0.09090909090909091, 0)]
hershkovitz	6	[(1.0, 6)]
mitigates	6	[(1.0, 5)]
docs	43	[(1.0, 6)]
outlined	13	[(0.5384615384615384, 6), (0.46153846153846156, 1)]
newman	6	[(0.8333333333333334, 4), (0.16666666666666666, 7)]
disrupted	8	[(0.75, 5), (0.25, 7)]
mitigated	15	[(1.0, 5)]
hayden/corp/enron	7	[(1.0, 6)]
rotation	45	[(0.6444444444444445, 9), (0.35555555555555557, 3)]
outlines	28	[(0.9642857142857143, 1), (0.03571428571428571, 7)]
presidential	21	[(1.0, 8)]
wrangler	10	[(1.0, 5)]
twojej	6	[(1.0, 0)]
betty	52	[(1.0, 9)]
truth	14	[(0.9285714285714286, 8), (0.07142857142857142, 6)]
kaminski/hou/ect@ect@enron	20	[(1.0, 4)]
subset	8	[(0.625, 7), (0.375, 5)]
writeup	12	[(1.0, 2)]
dismissal	10	[(0.8, 1), (0.2, 9)]
shnabhogue	6	[(1.0, 0)]
sendmail	9	[(1.0, 5)]
durgin	12	[(1.0, 1)]
regulators	38	[(0.6578947368421053, 1), (0.34210526315789475, 5)]
cutting-edge	18	[(1.0, 1)]
regulatory	123	[(0.5284552845528455, 1), (0.42276422764227645, 5), (0.04878048780487805, 8)]
put	643	[(0.3265940902021773, 8), (0.18818040435458788, 6), (0.14618973561430793, 9), (0.12130637636080871, 2), (0.08398133748055987, 7), (0.08242612752721618, 3), (0.038880248833592534, 5), (0.012441679626749611, 1)]
fait	11	[(1.0, 0)]
manuscript	20	[(1.0, 1)]
prank	6	[(1.0, 8)]
system	989	[(0.43174924165824063, 5), (0.2012133468149646, 1), (0.0980788675429727, 6), (0.07381193124368049, 8), (0.06774519716885744, 9), (0.06774519716885744, 3), (0.05965621840242669, 2)]
cles	13	[(1.0, 7)]
unsubscribe	210	[(0.6857142857142857, 5), (0.19523809523809524, 1), (0.11904761904761904, 8)]
dr.kaminski	6	[(0.8333333333333334, 3), (0.16666666666666666, 6)]
bother	30	[(0.5666666666666667, 8), (0.43333333333333335, 6)]
gary's	5	[(1.0, 6)]
roberts	275	[(0.5963636363636363, 2), (0.4036363636363636, 3)]
sourcing	18	[(1.0, 1)]
collecting	13	[(1.0, 8)]
gently	5	[(1.0, 8)]
fail	39	[(0.48717948717948717, 8), (0.41025641025641024, 1), (0.10256410256410256, 5)]
k.doc	8	[(1.0, 1)]
milly	6	[(1.0, 2)]
mills	5	[(1.0, 4)]
cross-border	7	[(1.0, 8)]
linda	64	[(0.4375, 3), (0.28125, 4), (0.171875, 2), (0.109375, 9)]
korean	7	[(1.0, 2)]
accuracy	40	[(0.6, 5), (0.4, 9)]
khughes@kpmg.com	6	[(1.0, 4)]
courtesy	31	[(0.4838709677419355, 3), (0.2903225806451613, 7), (0.16129032258064516, 5), (0.06451612903225806, 8)]
doyle/lon/ect@ect	12	[(1.0, 6)]
segment	43	[(0.3953488372093023, 1), (0.3488372093023256, 3), (0.2558139534883721, 9)]
mailto:imceanotes-albert	6	[(1.0, 7)]
locust	49	[(1.0, 7)]
face	90	[(0.7888888888888889, 8), (0.1111111111111111, 1), (0.07777777777777778, 2), (0.022222222222222223, 0)]
mechanical	12	[(1.0, 3)]
fact	251	[(0.44621513944223107, 8), (0.24302788844621515, 6), (0.22310756972111553, 3), (0.08764940239043825, 5)]
dbg	7	[(1.0, 3)]
bring	429	[(0.317016317016317, 7), (0.17482517482517482, 3), (0.14685314685314685, 2), (0.11421911421911422, 8), (0.10722610722610723, 5), (0.07226107226107226, 1), (0.0675990675990676, 6)]
ermes	5	[(1.0, 4)]
economist	95	[(0.4105263157894737, 3), (0.3157894736842105, 0), (0.16842105263157894, 8), (0.10526315789473684, 1)]
decade	16	[(0.625, 5), (0.375, 8)]
principal	76	[(0.8157894736842105, 1), (0.18421052631578946, 8)]
noir	6	[(1.0, 0)]
ngi-socal	18	[(1.0, 6)]
buttons	9	[(1.0, 1)]
sylvia	6	[(1.0, 4)]
meant	34	[(0.6176470588235294, 8), (0.38235294117647056, 2)]
handle	64	[(0.484375, 6), (0.25, 8), (0.140625, 7), (0.125, 9)]
